Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,95.61000061035156,95.86000061035156,94.62000274658203,95.51000213623047,92.64698791503906,724494
2020-01-03,94.5,95.5199966430664,94.29000091552734,95.30999755859375,92.4529800415039,678181
2020-01-06,95.05000305175781,95.75,94.52999877929688,95.75,92.8797836303711,1024658
2020-01-07,95.55999755859375,95.75,94.66000366210938,94.72000122070312,91.88066101074219,611216
2020-01-08,94.75,95.7750015258789,94.69999694824219,94.8499984741211,92.00677490234375,795674
2020-01-09,95.30000305175781,95.94999694824219,95.1500015258789,95.77999877929688,92.90888977050781,635527
2020-01-10,95.83000183105469,96.18000030517578,95.33000183105469,95.44000244140625,92.57907104492188,675244
2020-01-13,95.47000122070312,95.75,95.02999877929688,95.37000274658203,92.51118469238281,556852
2020-01-14,95.16000366210938,95.51000213623047,94.83000183105469,95.08999633789062,92.23958587646484,673833
2020-01-15,94.97000122070312,95.98999786376953,94.7699966430664,95.80999755859375,92.93798065185547,618355
2020-01-16,96.19000244140625,96.42500305175781,95.76000213623047,96.05000305175781,93.1707992553711,633302
2020-01-17,96.33000183105469,96.69999694824219,96.12000274658203,96.44999694824219,93.55880737304688,629103
2020-01-21,96.16999816894531,96.5,96.06659698486328,96.19000244140625,93.30660247802734,495710
2020-01-22,96.30000305175781,96.69000244140625,96.05999755859375,96.2699966430664,93.38420867919922,568341
2020-01-23,95.83999633789062,97.16999816894531,95.26000213623047,96.98999786376953,94.08261108398438,782841
2020-01-24,97.2300033569336,97.30000305175781,96.2300033569336,96.86000061035156,93.95652770996094,479539
2020-01-27,95.80000305175781,96.98999786376953,95.77999877929688,96.19000244140625,93.30660247802734,700381
2020-01-28,96.58000183105469,98.93000030517578,96.25,98.37000274658203,95.42124938964844,822092
2020-01-29,98.76000213623047,99.44999694824219,98.43000030517578,98.81999969482422,95.85775756835938,506401
2020-01-30,98.31999969482422,100.36000061035156,97.4800033569336,100.19999694824219,97.19639587402344,942292
2020-01-31,103.0,105.66999816894531,102.2699966430664,102.56999969482422,99.49535369873047,1874437
2020-02-03,103.23999786376953,104.66000366210938,103.125,104.26000213623047,101.13470458984375,1035674
2020-02-04,104.80000305175781,105.4000015258789,104.01000213623047,104.69999694824219,101.5615005493164,915121
2020-02-05,105.36000061035156,105.48999786376953,104.51000213623047,105.08000183105469,101.93012237548828,696169
2020-02-06,105.2300033569336,105.61000061035156,104.97000122070312,105.12000274658203,101.96891784667969,773780
2020-02-07,105.12000274658203,105.7699966430664,104.80000305175781,104.93000030517578,101.78462219238281,578096
2020-02-10,104.7300033569336,106.79000091552734,104.6500015258789,106.77999877929688,103.57916259765625,591476
2020-02-11,107.19999694824219,107.94000244140625,107.0,107.4000015258789,104.18057250976562,680432
2020-02-12,107.16000366210938,107.75,106.55000305175781,106.6500015258789,103.45305633544922,640716
2020-02-13,106.5999984741211,108.25,106.44120025634766,108.19999694824219,104.95658111572266,424503
2020-02-14,108.20999908447266,109.19000244140625,108.05000305175781,109.16000366210938,105.88780975341797,606422
2020-02-18,109.12000274658203,109.45999908447266,108.12999725341797,108.51000213623047,105.25730895996094,612381
2020-02-19,108.73999786376953,109.13999938964844,108.16000366210938,108.77999877929688,105.51921081542969,565500
2020-02-20,108.51000213623047,108.51000213623047,106.63999938964844,108.16999816894531,104.927490234375,689430
2020-02-21,107.88999938964844,108.19999694824219,106.73999786376953,107.83000183105469,104.5976791381836,800486
2020-02-24,106.80999755859375,107.76000213623047,105.81999969482422,106.20999908447266,103.02623748779297,799183
2020-02-25,106.58999633789062,106.5999984741211,103.62999725341797,103.87000274658203,100.75639343261719,1005993
2020-02-26,104.38999938964844,105.52999877929688,103.4000015258789,103.83999633789062,100.72727966308594,2080962
2020-02-27,102.69999694824219,103.3499984741211,99.02999877929688,99.08000183105469,96.10997009277344,1357472
2020-02-28,96.91999816894531,98.0,93.91000366210938,97.48999786376953,94.567626953125,2218798
2020-03-02,97.81999969482422,103.58999633789062,97.81999969482422,103.51000213623047,100.40717315673828,1815498
2020-03-03,103.22000122070312,104.36000061035156,99.55999755859375,100.69000244140625,97.67171478271484,1063290
2020-03-04,102.66999816894531,106.30000305175781,102.16500091552734,106.20999908447266,103.02623748779297,1324239
2020-03-05,103.62999725341797,104.16000366210938,100.7750015258789,102.11000061035156,99.47058868408203,1070221
2020-03-06,98.61000061035156,101.26000213623047,97.0999984741211,100.83999633789062,98.23340606689453,860742
2020-03-09,94.04000091552734,95.61000061035156,90.62999725341797,94.13999938964844,91.70660400390625,1554600
2020-03-10,96.80999755859375,98.3499984741211,93.02999877929688,97.55999755859375,95.03820037841797,1762832
2020-03-11,95.0,96.61000061035156,93.31999969482422,94.9800033569336,92.52490234375,1474783
2020-03-12,88.87999725341797,92.55000305175781,79.77999877929688,86.16999816894531,83.9426040649414,1636584
2020-03-13,90.43000030517578,91.0199966430664,83.13999938964844,90.05999755859375,87.73206329345703,1826173
2020-03-16,75.12000274658203,85.7249984741211,75.0,79.8499984741211,77.78597259521484,1607025
2020-03-17,82.70999908447266,87.58000183105469,79.75,85.45999908447266,83.25096130371094,1999061
2020-03-18,80.0999984741211,81.43000030517578,65.08999633789062,72.44000244140625,70.5675277709961,1722516
2020-03-19,71.66999816894531,72.12999725341797,67.4000015258789,68.55000305175781,66.778076171875,2039691
2020-03-20,68.7300033569336,73.91000366210938,66.9000015258789,71.58000183105469,69.72974395751953,2401978
2020-03-23,71.56999969482422,71.98999786376953,66.04000091552734,68.23999786376953,66.47608184814453,1672569
2020-03-24,71.2300033569336,78.06999969482422,70.37000274658203,77.2699966430664,75.27266693115234,1364346
2020-03-25,76.1500015258789,81.47209930419922,75.29000091552734,77.20999908447266,75.21422576904297,2309292
2020-03-26,78.27999877929688,81.06999969482422,76.2699966430664,80.77999877929688,78.69194030761719,1634291
2020-03-27,77.87999725341797,83.0999984741211,77.68000030517578,80.16999816894531,78.09770965576172,1122108
2020-03-30,81.3499984741211,83.47000122070312,78.58999633789062,83.22000122070312,81.06887817382812,989230
2020-03-31,82.2300033569336,83.4800033569336,80.9749984741211,81.51000213623047,79.403076171875,1693131
2020-04-01,78.12000274658203,79.6500015258789,75.62999725341797,77.0,75.00965881347656,1603857
2020-04-02,76.18000030517578,79.05999755859375,75.56999969482422,78.76000213623047,76.72416687011719,1651550
2020-04-03,77.5999984741211,78.81500244140625,74.5199966430664,76.26000213623047,74.28878021240234,2491406
2020-04-06,79.69000244140625,83.0,77.45999908447266,82.20999908447266,80.08497619628906,1483241
2020-04-07,84.80999755859375,86.9800033569336,81.83499908447266,82.27999877929688,80.1531753540039,1753896
2020-04-08,83.02999877929688,85.61499786376953,81.76000213623047,85.04000091552734,82.8418197631836,1187724
2020-04-09,85.9000015258789,88.3499984741211,85.37000274658203,86.83999633789062,84.59529113769531,1374600
