Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,74.70999908447266,75.58000183105469,74.30999755859375,74.37999725341797,68.63104248046875,2521946
2020-01-03,74.31999969482422,74.87000274658203,74.12999725341797,74.77999877929688,69.00010681152344,1459386
2020-01-06,74.76000213623047,75.19000244140625,74.25250244140625,75.12999725341797,69.32306671142578,1360126
2020-01-07,75.12999725341797,76.19999694824219,74.83999633789062,75.86000061035156,69.99665069580078,1579165
2020-01-08,76.1500015258789,76.82499694824219,75.68000030517578,75.73999786376953,69.88591766357422,1886209
2020-01-09,75.7300033569336,76.20999908447266,75.41000366210938,76.13999938964844,70.2550048828125,1414175
2020-01-10,76.13999938964844,76.49500274658203,75.11000061035156,75.5,69.66446685791016,1676831
2020-01-13,75.33999633789062,75.88500213623047,75.26000213623047,75.37000274658203,69.54452514648438,1243736
2020-01-14,75.29000091552734,75.66000366210938,74.62000274658203,75.02999877929688,69.23078918457031,2325834
2020-01-15,75.79000091552734,77.2699966430664,75.79000091552734,76.93000030517578,70.98394775390625,1983206
2020-01-16,76.88999938964844,76.9999008178711,76.29499816894531,76.55999755859375,70.64253234863281,1681232
2020-01-17,76.69000244140625,77.47000122070312,76.62999725341797,76.95999908447266,71.0116195678711,1626301
2020-01-21,77.0999984741211,78.26000213623047,77.04000091552734,78.19999694824219,72.15577697753906,1675013
2020-01-22,78.3499984741211,78.48999786376953,76.86000061035156,77.06999969482422,71.11312866210938,1503866
2020-01-23,76.94000244140625,77.83999633789062,76.83999633789062,77.69000244140625,71.68521118164062,1388004
2020-01-24,77.4800033569336,77.98999786376953,76.73999786376953,76.91999816894531,70.9747085571289,1535097
2020-01-27,76.97000122070312,77.37999725341797,76.0199966430664,76.20999908447266,70.31959533691406,1475679
2020-01-28,76.37000274658203,77.25,76.37000274658203,76.80000305175781,70.8639907836914,1587507
2020-01-29,76.77999877929688,77.21499633789062,76.54000091552734,76.9800033569336,71.03008270263672,1239609
2020-01-30,76.80000305175781,77.01000213623047,76.5,76.66999816894531,70.74403381347656,1318147
2020-01-31,76.55000305175781,77.38999938964844,76.30999755859375,76.55000305175781,70.6333236694336,2950530
2020-02-03,76.76000213623047,77.8499984741211,76.58999633789062,77.66000366210938,71.65752410888672,1315403
2020-02-04,77.94000244140625,77.94000244140625,75.08000183105469,75.47000122070312,69.63679504394531,2916515
2020-02-05,75.76000213623047,77.66999816894531,75.58000183105469,77.33000183105469,71.35301971435547,1695388
2020-02-06,77.41999816894531,77.61000061035156,76.22000122070312,76.29000091552734,70.39341735839844,1329535
2020-02-07,76.37000274658203,77.31999969482422,76.20999908447266,77.0,71.04853057861328,1195265
2020-02-10,77.20999908447266,78.30999755859375,76.7300033569336,78.19999694824219,72.15577697753906,1047628
2020-02-11,78.48999786376953,78.93000030517578,77.94000244140625,78.0,71.97123718261719,1630663
2020-02-12,77.88999938964844,78.08999633789062,77.27999877929688,77.5,71.50988006591797,1462226
2020-02-13,77.66999816894531,77.94999694824219,76.5999984741211,77.37000274658203,71.38993835449219,1534798
2020-02-14,77.44999694824219,77.5199966430664,76.90499877929688,77.13999938964844,71.1777114868164,1323641
2020-02-18,77.37999725341797,77.56999969482422,76.8949966430664,77.12000274658203,71.15925598144531,1707564
2020-02-19,77.16000366210938,78.06999969482422,76.40499877929688,76.63999938964844,70.71636199951172,1671308
2020-02-20,76.56999969482422,77.41999816894531,76.50499725341797,77.31999969482422,71.34380340576172,1498916
2020-02-21,77.19999694824219,78.52999877929688,77.04000091552734,77.56999969482422,71.5744857788086,1441484
2020-02-24,77.75,77.80999755859375,76.30999755859375,76.31999969482422,70.42108154296875,1403965
2020-02-25,76.41000366210938,76.80999755859375,74.76000213623047,75.08000183105469,69.27694702148438,1652108
2020-02-26,75.05999755859375,75.8499984741211,74.26000213623047,74.30999755859375,68.56644439697266,1679399
2020-02-27,74.01000213623047,74.20999908447266,69.8499984741211,70.25,64.82025909423828,2110180
2020-02-28,68.58000183105469,68.94000244140625,65.26000213623047,67.19000244140625,61.996768951416016,5410625
2020-03-02,67.52999877929688,70.47000122070312,67.11000061035156,70.44000244140625,64.99555969238281,3847754
2020-03-03,69.80999755859375,71.81999969482422,67.91000366210938,68.30000305175781,63.020973205566406,4350730
2020-03-04,68.80999755859375,70.16999816894531,68.13999938964844,70.16000366210938,64.73721313476562,4519546
2020-03-05,69.52999877929688,71.06999969482422,68.50499725341797,69.01000213623047,63.676090240478516,2115214
2020-03-06,67.44999694824219,68.20500183105469,66.16999816894531,67.58999633789062,62.365848541259766,3461314
2020-03-09,65.23999786376953,66.44000244140625,61.7599983215332,61.7599983215332,56.9864616394043,3728347
2020-03-10,62.560001373291016,64.05000305175781,60.20000076293945,63.88999938964844,58.95182800292969,5080192
2020-03-11,62.08000183105469,62.08000183105469,58.630001068115234,59.7400016784668,55.122589111328125,3380093
2020-03-12,56.040000915527344,56.54999923706055,51.279998779296875,52.43000030517578,48.37759780883789,4432223
2020-03-13,54.939998626708984,55.349998474121094,49.779998779296875,53.25,49.13421630859375,4280683
2020-03-16,48.470001220703125,51.11000061035156,43.630001068115234,46.150001525878906,42.582984924316406,4654018
2020-03-17,47.040000915527344,53.959999084472656,45.54999923706055,51.36000061035156,47.39029312133789,4838486
2020-03-18,48.40999984741211,50.81999969482422,45.779998779296875,49.040000915527344,45.249610900878906,5257155
2020-03-19,48.5099983215332,49.279998779296875,45.0,48.7599983215332,44.991249084472656,3083514
